x1,y1,x2,y2
10.071412342341295,34.917262248043684,-25.0,10.0
9.511969640941233,34.98097760397664,-26.255962675844863,10.534808233438959
8.616823359757236,35.137156445091904,-27.567740324616693,10.912566740758303
7.429646605525873,35.36302183750212,-28.915777362966992,11.12764401269852
5.994112484983714,35.635796847319924,-30.27997766356427,11.176833742518724
4.353894104867329,35.932704540657966,-31.6400041420655,11.05940262464515
2.5526645719132874,36.23096798362887,-32.975581936201614,10.777101286568234
0.6340969928581583,36.50781024234547,-34.26680065727518,10.334138191018933
-1.3435108099592428,36.72413360694269,-35.49441120819668,9.737116897482677
-3.3349977674846527,36.857677864044746,-36.640112743185945,8.994937618337309
-5.304134810432936,36.89149497167122,-37.686825491230735,8.11866453718623
-7.221931948881451,36.82009585112117,-38.61894537613303,7.121360867364828
-9.066753790083027,36.646124495551405,-39.42257663734446,6.017894109517901
-10.82289468951113,36.3775029632191,-40.08573898375033,4.824714411409125
-12.479100652304528,36.025460978640815,-40.598546192216034,3.5596093341071966
-14.027373303782406,35.603047008358075,-40.95335348840329,2.241438680420134
-15.461847783703648,35.12420781816762,-41.144871512747436,0.8898533386748174
-16.778234095165267,34.60329588306728,-41.17024517262564,-0.47499766676638994
-17.97329477783065,34.0547391450344,-41.02909620521184,-1.8327675510499921
-19.044374513122,33.492981037966906,-40.7235288165042,-3.1632150925291302
-19.98897528090416,32.932258408014526,-40.258098312460284,-4.4465063827570805
-20.80456435736609,32.38679799448609,-39.63974318987739,-5.663510504379102
-21.487925250556735,31.87085277679414,-38.87768169938661,-6.796084729046283
-22.03460197344532,31.398469119729572,-37.98327442256815,-7.827344983707385
-22.438241821416923,30.984154338809446,-36.969854911846625,-8.741917553249255
-22.68935280562757,30.6428524069041,-35.85253091793531,-9.526168267179164
-22.77437802348738,30.390287883740903,-34.647959168070464,-10.168405753703464
-22.673396301064624,30.242567370136584,-33.37409705257338,-10.659055731152533
-22.35839894793082,30.21564686630586,-32.04993492152161,-10.990803738468184
-21.791658312146176,30.322346178317943,-30.69521298236947,-11.158704176970772
-20.92595700292431,30.56823956903666,-29.33012701892219,-11.160254037844387
-19.709328751013132,30.945557897598214,-27.975027318715988,-10.99543021623317
-18.095868910834653,31.428873675304466,-26.650115297103284,-10.666689855681499
-16.061010900050146,31.97521790186257,-25.375142340679485,-10.17893371778323
-13.616064208545886,32.53080699262216,-24.169115359601765,-9.539433123114181
-10.816313711530542,33.042100776219534,-23.050013438336997,-8.757721552590242
-7.759713722063983,33.466538278112985,-22.034519808923203,-7.845452525225245
-4.577262025876542,33.77938848637897,-21.137773142406083,-6.816225871003767
-1.418107473232935,33.976340352594306,-20.37314186612239,-5.685384988740378
1.568023182913289,34.071442925650565,-19.75202487123954,-4.469788111343431
4.248862580503306,34.09268326743671,-19.28368158154327,-3.187556988391742
6.525994011112317,34.07548442589517,-18.97509391675596,-1.8578067325878114
8.346425350674574,34.055425366411285,-18.83086220819499,-0.500360857455009
9.707471214244705,34.06019488841381,-18.853136618428607,0.8645442455899784
10.651651540131068,34.10389380982363,-19.04158508730449,2.216560985222975
11.175656807136347,34.22177453549323,-19.393398282201787,3.5355339059327346
11.447829899311442,34.34426263565711,-19.90333147870981,4.80180015943893
11.525556815094022,34.46012896315641,-20.563782747388892,5.9964826324708485
11.466223552921855,34.55814437083242,-21.364906281028993,7.101771361047009
11.327216111232675,34.627079711526484,-22.29475917295745,8.101189036016667
11.16592048846424,34.65570583807989,-23.339479458269654,8.97983664178743
11.039722683054293,34.63279360333396,-24.483492763797685,9.724615566331018
