x_p1,y_p1,x_p2,y_p2,x_p3,y_p3,x_p4,y_p4,x_p5,y_p5,x_p6,y_p6,x_p7,y_p7,x_p8,y_p8
-25.66419580927725,3.5836794669512044,-35.00000000000001,-7.660507448489026e-15,-63.91046452210477,40.491983772956374,-67.99999999999997,-7.799999999999993,-59.37934278147277,-37.358827294221086,-65.34355100332908,-87.99901113042444,-81.78914147079868,-33.13971335412511,-95.70702280663532,-0.22630300365982164
-25.72816152807266,3.746065904365852,-35.0,-6.9181694324142586e-15,-64.11435875278886,40.50881688833904,-67.99999999999997,-7.799999999999993,-59.2806324661685,-37.32986000242988,-65.02263032821926,-87.9957208858568,-81.70872431071125,-33.209096006024865,-95.73874722999017,-0.34333177111929497
-25.794951538684945,3.9073112538170753,-35.0,-6.957923280682071e-15,-64.31965619533466,40.52489075448032,-67.99999999999997,-7.799999999999993,-59.1843691985796,-37.30126532185819,-64.70162516894868,-87.99209175910636,-81.63051465610974,-33.28000261393203,-95.77017994109167,-0.46125998763316584
-25.864545496229848,4.067366398409408,-35.0,-6.593127793043056e-15,-64.5263278599513,40.54018616757273,-67.99999999999997,-7.799999999999993,-59.09056259655287,-37.2730712216506,-64.38057434973972,-87.98811606843202,-81.55450532040345,-33.35244921340475,-95.8013066315173,-0.5800728206822984
-25.936922201713735,4.226182583795322,-35.0,-6.379419963939447e-15,-64.73434432715308,40.554684258890006,-67.99999999999997,-7.799999999999993,-58.99922231726279,-37.245305283755485,-64.05951734371186,-87.98378587029151,-81.48068919351891,-33.426451176984806,-95.83211314196237,-0.699755151291041
-26.012059608490986,4.383711433026259,-35.0,-5.6575694096128376e-15,-64.94367574124915,40.56836650822092,-67.99999999999997,-7.799999999999993,-58.91035807518736,-37.21799469528695,-63.73849429859408,-87.97909297356892,-81.40905926939297,-33.50202320243529,-95.86258546937016,-0.8202915687891955
-26.08993482897962,4.53990496128873,-35.0,-5.528373859000747e-15,-65.1542918040559,40.58121475747287,-67.99999999999997,-7.799999999999993,-58.82397966025241,-37.191166240962616,-63.41754606180549,-87.97402895415613,-81.33960867378326,-33.57917930140223,-95.8927097741848,-0.9416663656852129
-26.17052414163309,4.694715590520943,-34.999999999999986,-4.94313400499799e-15,-65.36616176883126,40.59321122444206,-67.99999999999997,-7.799999999999993,-58.740096956138814,-37.16484629560203,-63.096714204903606,-87.96858516985174,-81.27233069238052,-33.657932788483905,-95.92247238772538,-1.0638635326509198
-26.253802998166073,4.848096163905551,-34.999999999999986,-4.342253820351221e-15,-65.57925443442929,40.60433851674637,-67.99999999999997,-7.799999999999993,-58.65871995874841,-37.13906081667002,-62.77604104740067,-87.96275277554064,-81.20721879920907,-33.7382962706907,-95.95185981967822,-1.1868667536171944
-26.33974603103212,4.99999996023407,-34.999999999999986,-3.519760563531265e-15,-65.79353813967423,40.614579645917026,-67.99999999999997,-7.799999999999992,-58.579858794824226,-37.113835336849,-62.45556967995058,-87.956522738615,-81.14426668530055,-33.82028163727677,-95.98085876570549,-1.3106594009803252
-26.428327061150885,5.150380708138613,-34.999999999999986,-2.9534732550265476e-15,-66.00898075795197,40.62391804164524,-67.99999999999997,-7.799999999999992,-58.50352374072013,-37.089194956622634,-62.13534398690762,-87.94988585459737,-81.08346828762615,-33.90390004992439,-96.00945611516734,-1.43522453091881
-26.51951910588248,5.299192600186599,-34.99999999999999,-2.6362891473253303e-15,-66.22554969201724,40.6323375661791,-67.99999999999997,-7.799999999999992,-58.429725241315566,-37.06516433685299,-61.81540866826328,-87.94283276292504,-81.02481781827238,-33.98916193325872,-96.03763895895504,-1.5605448788190766
-26.61329438724669,5.446390306834137,-34.999999999999986,-2.401395043136959e-15,-66.44321186901435,40.6398225288666,-67.99999999999997,-7.799999999999992,-58.358473929070925,-37.041767691332396,-61.49580926096308,-87.9353539628541,-80.96830979384546,-34.07607696567216,-96.06539459743205,-1.686602854810723
-26.709624340384384,5.5919289902338445,-34.999999999999986,-2.2737816789800736e-15,-66.66193373570923,40.64635770083972,-67.99999999999997,-7.799999999999992,-58.28978064321896,-37.01902877929015,-61.176592159611516,-87.92743982944032,-80.91393906508925,-34.16465407043347,-96.09271054848007,-1.8133805394092295
-26.808479622258673,5.735764317892892,-34.999999999999986,-2.079655467837444e-15,-66.88168125393003,40.65192832983499,-67.99999999999997,-7.799999999999992,-58.22365644908759,-36.996970897833734,-60.85780463657004,-87.91908062955378,-80.8617008467017,-34.25490140705786,-96.11957455564709,-1.9408596792657973
-26.909830120593057,5.877852476177114,-34.999999999999986,-1.7767145041198462e-15,-67.10241989621335,40.6565201551451,-67.99999999999997,-7.799999999999992,-58.160112657549966,-36.97561687430296,-60.539494861456234,-87.91026653788245,-80.81159074733446,-34.346826362911564,-96.14597459639381,-2.0690216830227826
-27.013644963043948,6.018150183657054,-34.999999999999986,-1.3277703831538389e-15,-67.32411464165301,40.660119422696496,-67.99999999999997,-7.799999999999992,-58.099160844596454,-36.95498905851488,-60.221711920050176,-87.90098765288045,-80.76360479976098,-34.44043554502429,-96.17189889043541,-2.1978476172738137
-27.11989252660465,6.156614704291924,-34.999999999999986,-1.09899738763419e-15,-67.54672997194815,40.66271290024729,-67.99999999999997,-7.799999999999992,-58.04081287102455,-36.93510931487621,-59.90450583261743,-87.89123401261458,-80.71773949119726,-34.535734772081284,-96.19733590817471,-2.327318202627059
-27.228540447238064,6.293203860447399,-34.999999999999986,-8.976110156348064e-16,-67.77022986764638,40.66428789269976,-67.99999999999997,-7.799999999999992,-57.985080902241094,-36.915999014339015,-59.58792757165649,-87.880995610463,-80.67399179376054,-34.632729066565254,-96.22227437922315,-2.457413809869854
-27.339555629735067,6.427876045743346,-34.999999999999986,-5.293755682128784e-16,-67.99457780457837,40.66483225752165,-67.99999999999997,-7.799999999999992,-57.93197742817245,-36.8976790261749,-59.27202907907925,-87.87026241061908,-80.63235919505041,-34.7314226470182,-96.24670330100594,-2.5881144562332876
-27.452904257795648,6.560590237727528,-34.999999999999986,-1.6217545898219473e-16,-68.21973675047953,40.66433442027012,-67.99999999999997,-7.799999999999991,-57.88151528327696,-36.88016970954139,-58.95686328283255,-87.8590243633524,-80.59283972883708,-34.831818920391626,-96.27061194744672,-2.7193998017546814
-27.568551804329662,6.6913060103714335,-34.999999999999986,-2.803720191989863e-17,-68.44566916179397,40.66278339021197,-67.99999999999997,-7.799999999999991,-57.833707666654355,-36.863490904813766,-58.64248411296983,-87.84727141997902,-80.55543200584145,-34.93392047445255,-96.29398987772831,-2.8512491457361033
-27.68646304197413,6.819983546384441,-34.999999999999986,3.033737239463872e-16,-68.67233698065596,40.66016877603367,-67.99999999999997,-7.799999999999991,-57.78856816224649,-36.84766192465413,-58.32894651718099,-87.83499354749156,-80.52013524459136,-35.03772907021144,-96.31682694512475,-2.9836414232966373
-27.806602053823834,6.946583649342556,-34.999999999999986,8.867674086212616e-16,-68.89970163204352,40.65648080163453,-67.99999999999997,-7.799999999999992,-57.7461107591232,-36.83270154478901,-58.016306475789115,-87.82218074279997,-80.48694930233836,-35.14324563433773,-96.33911330590021,-3.116555202015891
-27.928932244371953,7.071067755628015,-34.999999999999986,1.4455259845707417e-15,-69.12772402109869,40.65171032199609,-67.99999999999997,-7.79999999999999,-57.70634987184702,-36.81862799446522,-57.70462101622037,-87.8088230465325,-80.45587470601939,-35.25047025152734,-96.36083942827044,-3.2499686786666784
-28.053416350657407,7.193397946176138,-34.999999999999986,1.7449954073552533e-15,-69.3563645306084,40.645848839120475,-67.99999999999997,-7.79999999999999,-57.6693003609097,-36.8054589465531,-57.39394822695493,-87.79491055634624,-80.42691268324678,-35.359402156785436,-96.38199610142141,-3.383859676033838
-28.180016453615526,7.3135369580258445,-34.999999999999986,2.232054532619376e-15,-69.58558301863991,40.63888851803053,-67.99999999999997,-7.799999999999989,-57.634977553233455,-36.79321150726493,-57.084347270964955,-87.7804334396956,-80.40006519331078,-35.47003972758686,-96.4025744445808,-3.5182056398164177
-28.30869398962853,7.4314481956703125,-34.999999999999986,2.670267749194699e-15,-69.81533881632404,40.63082220282397,-67.99999999999997,-7.799999999999988,-57.6033972627288,-36.78190220545524,-56.775878398645084,-87.76538194600678,-80.37533495817743,-35.58238047587562,-96.4225659161368,-3.6529836356102248
-28.439409762272426,7.547095742204323,-34.999999999999986,2.978291066720255e-15,-70.04559072577965,40.62164343277398,-67.99999999999997,-7.799999999999987,-57.57457581090064,-36.771546981468845,-56.468602960239686,-87.74974641820515,-80.35272549346485,-35.69642103986415,-96.44196232279904,-3.788170345967727
-28.572123954256607,7.660444370264903,-34.999999999999986,3.5087563872748253e-15,-70.27629701817148,40.61134645846795,-67.99999999999999,-7.7999999999999865,-57.54853004749337,-36.762161175500914,-56.16258341777023,-87.73351730354196,-80.33224113938007,-35.812157175591516,-96.46075582879624,-3.9237420675316534
-28.70679613955255,7.771459552761907,-34.999999999999986,4.504338317625626e-15,-70.50741543189457,40.599926257976165,-67.99999999999999,-7.799999999999985,-57.52527737116502,-36.75375951543263,-55.85788335646457,-87.71668516366611,-80.31388709159842,-35.929583748199484,-96.4789389651048,-4.059674708238983
-28.843385295708018,7.88010747339532,-34.99999999999998,5.1484751045103695e-15,-70.73890317087671,40.587378553041844,-67.99999999999999,-7.799999999999983,-57.50483575017942,-36.74635610410451,-55.55456749568871,-87.69924068388549,-80.29766943206603,-36.04869472288401,-96.49650463870265,-4.19594378459161
-28.98184981634288,7.986355036956022,-34.99999999999998,5.766399951742212e-15,-70.9707169029908,40.57369982528368,-67.99999999999999,-7.799999999999981,-57.48722374310497,-36.73996440598849,-55.25270169938019,-87.68117468156203,-80.28359515970622,-36.169483155478815,-96.51344614184205,-4.332524418989651
-29.122147523822814,8.09016987940691,-34.99999999999998,6.155796667231863e-15,-71.20281275856875,40.55888733240173,-67.99999999999999,-7.799999999999979,-57.47246051950676,-36.73459723321854,-54.95235298598008,-87.66247811358288,-80.27167222100857,-36.29194118262693,-96.52975716133537,-4.469391337123429
-29.264235682107028,8.191520377741293,-34.99999999999998,7.482241459539681e-15,-71.43514632900758,40.54293912437713,-67.99999999999997,-7.799999999999977,-57.46056588061824,-36.7302667309382,-54.65358953785862,-87.64314208284998,-80.26190954047917,-36.41606001149522,-96.54543178784715,-4.606518865420144
-29.40807100976606,8.290375659615577,-34.99999999999998,8.350089179750988e-15,-71.66767266545848,40.5258540596559,-67.99999999999999,-7.799999999999974,-57.45156027997714,-36.72698436192263,-54.35648071022857,-87.62315784372872,-80.25431705092902,-36.54182990898566,-96.56046452518572,-4.743880928540438
-29.553609693165757,8.386705612753268,-34.99999999999998,9.736313440007261e-15,-71.90034627758956,40.50763182130663,-68.0,-7.7999999999999705,-57.44546484400877,-36.72476089043089,-54.061097039535625,-87.60251680639499,-80.24890572357651,-36.66924019039695,-96.57485029958762,-4.8814510469206915
-29.70080739981328,8.480480894117475,-34.99999999999998,1.048944466431911e-14,-72.13312113241156,40.4882729331416,-68.0,-7.799999999999968,-57.4423013925387,-36.723606365243455,-53.767510251316615,-87.58121054001944,-80.24568759793787,-36.79827920748791,-96.58858446898756,-5.01920233435605
-29.849619291861252,8.571672938849067,-34.99999999999998,1.2116528444623137e-14,-72.36595065315674,40.46777877579031,-68.0,-7.799999999999964,-57.4420924592147,-36.72353010183815,-53.47579326750957,-87.55923077472558,-80.24467581147844,-36.92893433589468,-96.60166283226604,-5.157107495619458
-30.000000039765766,8.660253968967828,-34.99999999999998,1.3412965994009779e-14,-72.59878771820004,40.446151602714174,-68.0,-7.799999999999961,-57.44486131181628,-36.72454066365696,-53.18602021320028,-87.53656940225775,-80.24588462899555,-37.061191961851804,-96.61408163846752,-5.29513882411163
-30.151903836094267,8.746197001833876,-34.99999999999998,1.4862223751009945e-14,-72.83158466001134,40.42339455615048,-68.0,-7.799999999999956,-57.450631972428155,-36.72664584241424,-52.89826642278406,-87.51321847529303,-80.24932947170154,-37.195037468166916,-96.62583759598066,-5.433268199537007
-30.30528440947885,8.829475858366852,-34.99999999999998,1.6361438342314795e-14,-73.06429326412774,40.39951168297337,-68.00000000000003,-7.799999999999951,-57.45942923745171,-36.72985263739591,-52.61260844552176,-87.48917020532969,-80.25502694597381,-37.33045521939751,-96.63692788167218,-5.571467085599988
-30.46009503871103,8.910065171020317,-34.99999999999998,1.8530675231621053e-14,-73.2968647681339,40.37450795045907,-68.00000000000003,-7.799999999999946,-57.471278697426214,-36.73416723369803,-52.32912405046204,-87.46441695908348,-80.2629948717355,-37.46742854617792,-96.64735014996599,-5.709706527716232
-30.616288566973473,8.987940391508948,-34.99999999999998,1.9614156470164208e-14,-73.52924986063856,40.34838926194193,-68.00000000000003,-7.799999999999941,-57.48620675662917,-36.73959497935128,-52.047892230700995,-87.43895125332118,-80.27325231042886,-37.60593972864329,-96.65710254185814,-5.847957150733547
-30.773817416204373,9.063077798286194,-34.99999999999998,2.038953853607266e-14,-73.7613986802348,40.32116247234734,-68.00000000000003,-7.799999999999935,-57.50424065242218,-36.74614036127731,-51.768993206944245,-87.41276574805855,-80.28581959253923,-37.745969978897364,-96.66618369385822,-5.986189156656636
-30.932633601590247,9.135454503770072,-34.99999999999998,2.139013147448556e-14,-73.99326081443175,40.292835403586935,-68.00000000000004,-7.799999999999928,-57.525408474305976,-36.7538069800209,-51.49250843033539,-87.38585323804926,-80.30071834462535,-37.88749942246855,-96.67459274684765,-6.124372322369679
-31.092688746182535,9.205048461314972,-34.99999999999998,2.2811627134189077e-14,-74.22478529854428,40.263416859800785,-68.00000000000006,-7.799999999999922,-57.54973918264507,-36.76259752320125,-51.21852058450732,-87.35820664248834,-80.31797151580811,-38.030507078700126,-96.682329354844,-6.262475997351109
-31.253934095633706,9.271838471927243,-34.99999999999998,2.3988333492752e-14,-74.4559206145282,40.23291664243054,-68.00000000000006,-7.799999999999915,-57.57726262701888,-36.77251373762412,-50.94711358681016,-87.32981899285204,-80.33760340366538,-38.17497084001802,-96.68939369366107,-6.400469101374737
-31.416320533048303,9.335804190722651,-34.99999999999998,2.518368177366573e-14,-74.6866146897469,40.201345565106735,-68.00000000000007,-7.7999999999999075,-57.608009564152724,-36.78355639999548,-50.67837258866318,-87.30068341879436,-80.35963967947797,-38.32086745002019,-96.69578646945334,-6.5383201221909415
-31.579798593944417,9.396926133123598,-34.99999999999998,2.6410306722334028e-14,-74.91681489565624,40.168715468332564,-68.00000000000009,-7.7999999999998995,-57.64201167537794,-36.795725286176264,-50.4123839749757,-87.2707931320182,-80.38410741276586,-38.46817248032994,-96.70150892713286,-6.675997113182024
-31.744318481321045,9.45518568079433,-34.99999999999998,2.695389372538892e-14,-75.14646804639366,40.13503923394564,-68.00000000000009,-7.7999999999998915,-57.679301583566186,-36.80901913891659,-50.149235362572696,-87.24014140803695,-80.41103509505037,-38.616860306156276,-96.70656285864646,-6.813467690985506
-31.909830080826755,9.510565087312248,-34.99999999999998,2.685590872622137e-14,-75.37552039725739,40.1003307993381,-68.0000000000001,-7.7999999999998835,-57.71991286947858,-36.82343563400714,-49.88901559755703,-87.20872156574029,-80.44045266277239,-38.76690408050358,-96.7109506111006,-6.950699033079759
-32.07628297602499,9.563047483573662,-34.99999999999998,2.5884452437787844e-14,-75.60391764306172,40.06460517141454,-68.00000000000011,-7.799999999999875,-57.763880087465076,-36.83897134478423,-49.63181475153536,-87.17652694467617,-80.4723915192915,-38.91827570697175,-96.71467509471954,-7.087657875324878
-32.24362646375142,9.612616882932258,-34.99999999999998,2.5739912873330307e-14,-75.83160491635394,40.02787844026614,-68.00000000000011,-7.799999999999866,-57.81123878044483,-36.855621704924495,-49.37772411662465,-87.14355087995844,-80.5068845558851,-39.07094581108957,-96.7177397906238,-7.224310509454089
-32.41180956955857,9.659258186068802,-34.99999999999998,2.539887233110746e-14,-76.05852678547836,39.990167792538045,-68.00000000000014,-7.799999999999858,-57.862025494091945,-36.87338096946455,-49.126836199151796,-87.10978667470765,-80.54396617165997,-39.22488371012287,-96.72014875841302,-7.360622780508602
-32.580781063243194,9.702957185590531,-34.99999999999998,2.3709028669902447e-14,-76.28462725247326,39.951491524465865,-68.00000000000014,-7.79999999999985,-57.91627779014577,-36.89224217398015,-48.8792447119508,-87.07522756993048,-80.58367229228332,-39.38005738129966,-96.72190664353818,-7.496560084210896
-32.750489474451456,9.743700570358879,-34.999999999999986,2.030822373747385e-14,-76.50984975078585,39.911869054555844,-68.00000000000016,-7.799999999999839,-57.9740342587583,-36.912197091859795,-48.63504456515405,-87.0398667117416,-80.62604038743171,-39.536433428394815,-96.72301868444654,-7.6320873642699425
-32.92088310835729,9.781475929544143,-34.999999999999986,1.7268775558617592e-14,-76.73413714279125,39.8713209358817,-68.00000000000017,-7.79999999999983,-58.03533452978404,-36.93323618960686,-48.39433185536575,-87.0036971158296,-80.67110948684996,-39.69397704661768,-96.72349071948211,-7.767169109613732
-33.09191006140919,9.816271756405985,-34.999999999999986,1.34821636793432e-14,-76.95743171710069,39.82986886796965,-68.00000000000018,-7.7999999999998195,-58.100219282911084,-36.955348580105,-48.15720385309634,-86.96671162906627,-80.71892019490332,-39.85265198574692,-96.7233291935234,-7.90176935154301
-33.26351823714046,9.848077451798467,-34.999999999999986,9.378523527901042e-15,-77.17967518564487,39.78753570824149,-68.0000000000002,-7.799999999999809,-58.168730256524135,-36.978521973781774,-47.923758988329155,-86.92890288815853,-80.76951470349803,-40.012420511457506,-96.72254116433939,-8.035851660801443
-33.435655362038375,9.876883327398662,-34.999999999999986,3.959901775124418e-15,-77.40080868051835,39.74434548298382,-68.00000000000021,-7.799999999999799,-58.24091025518214,-37.00274262760627,-47.69409683407721,-86.89026327523854,-80.8229368032365,-40.17324336478784,-96.72113430864388,-8.169379144557563
-33.608269001467164,9.902680608657814,-34.999999999999986,-1.5730613042250157e-15,-77.62077275057158,39.700323397809555,-68.00000000000023,-7.799999999999789,-58.31680315558438,-37.02799529185759,-47.46831808778198,-86.85078487028852,-80.87923189266266,-40.33507971969503,-96.7191169278264,-8.30231444329401
-33.7813065756401,9.92546143747415,-34.999999999999986,-8.24666421745335e-15,-77.83950735773638,39.655495847576134,-68.00000000000024,-7.7999999999997796,-58.396453910889804,-37.05426315460225,-47.24652455039099,-86.81045940029404,-80.93844698544434,-40.49788713865009,-96.7164979533382,-8.434619727600035
-33.95471537563586,9.945218874586526,-34.999999999999986,-1.560886909612114e-14,-78.05695187307273,39.609890425722284,-68.00000000000026,-7.7999999999997724,-58.479908553244755,-37.08152778382076,-47.02881910294158,-86.76927818501954,-81.00063071532713,-40.66162152622728,-96.71328695170916,-8.566256694863903
-34.128442579454095,9.961946901688206,-34.999999999999986,-2.3894198934192407e-14,-78.27304507252381,39.56353593298344,-68.00000000000027,-7.7999999999997645,-58.567214194363586,-37.1097690671259,-46.815305680466054,-86.72723207930002,-81.06583333868402,-40.82623708064454,-96.70949412917122,-8.69718656586208
-34.30243526810561,9.975640423260085,-34.999999999999986,-3.254314056082426e-14,-78.48772513236773,39.516462385443056,-68.00000000000028,-7.799999999999757,-58.65841902399618,-37.13896514901798,-46.60608924301795,-86.68431141174122,-81.13410673447177,-40.991686243217295,-96.70513033586228,-8.827370081243016
-34.47664044173192,9.986295268122841,-34.999999999999986,-4.1256621868431994e-14,-78.70092962435481,39.46870102187504,-68.0000000000003,-7.799999999999751,-58.75357230610446,-37.16909236562602,-46.40127574361019,-86.64050591972284,-81.20550440139337,-41.15791964569025,-96.70020706958302,-8.956767497903737
-34.65100503574958,9.993908190707513,-34.999999999999986,-4.984759150936259e-14,-78.91259551051999,39.42028431032924,-68.00000000000031,-7.799999999999748,-58.85272437255833,-37.200125176887866,-46.200972092835244,-86.59580468059896,-81.28008145205138,-41.32488605541993,-96.69473647907763,-9.08533858525864
-34.82547593701415,9.998476872044131,-34.999999999999986,-5.817724293186556e-14,-79.12265913766139,39.37124595390968,-68.00000000000031,-7.799999999999743,-58.955926614148254,-37.232036096127274,-46.00528611992905,-86.55019603899211,-81.35789460386364,-41.492532318383674,-96.68873136680828,-9.213042621400293
-34.99999999999896,9.999999920468106,-34.999999999999986,-6.674133620059983e-14,-79.33105623147664,39.3216208956918,-68.00000000000034,-7.7999999999997405,-59.06323146869874,-37.26479561699155,-45.81432653001842,-86.50366753007935,-81.43900216649699,-41.660803300000694,-96.68220519119073,-9.339838389153517
-35.17452406298378,9.998476872044133,-34.999999999999986,-7.536487771609435e-14,-79.53772189035021,39.271445322722116,-68.00000000000034,-7.79999999999974,-59.174692406052245,-37.29837213772011,-45.628202857281536,-86.45620579877173,-81.5234640255602,-41.82964182375534,-96.67517206825796,-9.465684172024375
-35.348994964248355,9.993908190707515,-34.999999999999986,-8.40166090653274e-14,-79.74259057878655,39.22075666904004,-68.00000000000034,-7.79999999999974,-59.29036390967928,-37.33273188272175,-45.44702541372652,-86.40779651469221,-81.6113416222797,-41.99898860762535,-96.66764677271551,-9.590537750047906
-35.52335955826605,9.986295268122845,-34.999999999999986,-9.136923341871935e-14,-79.94559612048474,39.16959361765854,-68.00000000000034,-7.7999999999997405,-59.41030145465384,-37.36783882144745,-45.27090523328247,-86.35842428286202,-81.70269792886528,-42.168782198324166,-96.65964473835176,-9.714356395539088
